"name","age","hometown","boarded","destination","lifeboat","body","class","home_country","Lifeboat","Destination","Boarded","survival_outcome","position","crew_type","crew","sex","age_character","household_assistant_type","household_assistant","household_assistant_to_whom"
"Bailey, Mr. George Francis",36,"Shepperton, London, England","Belfast",NA,NA,"161",NA,NA,NA,NA,NA,"Perished","Second Class Saloon Steward","Victualling crew","Crew","Male","36",NA,"Not Assistant",NA
"Ball, Mr. Percy",19,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,NA,NA,NA,"Survived","First Class Plate Steward","Victualling crew","Crew","Male","19",NA,"Not Assistant",NA
"Barker, Mr. Albert Vale",19,"Winchester, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Baker","Victualling crew","Crew","Male","19",NA,"Not Assistant",NA
"Barker, Mr. Ernest T.",37,"London, England","Southampton",NA,NA,"159",NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Victualling crew","Crew","Male","37",NA,"Not Assistant",NA
"Barker, Mr. Reginald Lomond",40,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Purser","Victualling crew","Crew","Male","40",NA,"Not Assistant",NA
"Barlow, Mr. George",36,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Second Class Bedroom Steward","Victualling crew","Crew","Male","36",NA,"Not Assistant",NA
"Barnes, Mr. Frederick",37,"Southampton, Hampshire, England","Southampton",NA,NA,"26{?}",NA,NA,NA,NA,NA,"Perished","Assistant Baker","Victualling crew","Crew","Male","37",NA,"Not Assistant",NA
"Barratt, Mr. Arthur",15,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Bell Boy","Victualling crew","Crew","Male","15",NA,"Not Assistant",NA
"Barringer, Mr. Arthur William",33,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Victualling crew","Crew","Male","33",NA,"Not Assistant",NA
"Barrow, Mr. Harry",35,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Butcher","Victualling crew","Crew","Male","35",NA,"Not Assistant",NA
"Barrows, Mr. William",32,"London, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Victualling crew","Crew","Male","32",NA,"Not Assistant",NA
"Barton, Mr. Sidney John",25,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Third Class Steward","Victualling crew","Crew","Male","25",NA,"Not Assistant",NA
"Baxter, Mr. Harry Ross",51,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Third Class Steward","Victualling crew","Crew","Male","51",NA,"Not Assistant",NA
"Baxter, Mr. Thomas Ferguson",48,"Southampton, Hampshire, England","Southampton",NA,NA,"235",NA,NA,NA,NA,NA,"Perished","Linen Steward","Victualling crew","Crew","Male","48",NA,"Not Assistant",NA
"Bedford, Mr. William Barnet",31,"Itchen, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Roast Cook","Victualling crew","Crew","Male","31",NA,"Not Assistant",NA
"Beedem, Mr. George Arthur",34,"London, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Second Class Bedroom Steward","Victualling crew","Crew","Male","34",NA,"Not Assistant",NA
"Beere, Mr. William",19,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Kitchen Porter","Victualling crew","Crew","Male","19",NA,"Not Assistant",NA
"Benham, Mr. Frederick",29,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Second Class Saloon Steward","Victualling crew","Crew","Male","29",NA,"Not Assistant",NA
"Bennett, Mrs. Mabel",30,"Southampton, Hampshire, England","Southampton",NA,"5",NA,NA,NA,NA,NA,NA,"Survived","First Class Stewardess","Victualling crew","Crew","Female","30",NA,"Not Assistant",NA
"Bessant, Mr. Edward William",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Baggage Steward","Victualling crew","Crew","Male","31",NA,"Not Assistant",NA
"Best, Mr. Alfred",38,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Victualling crew","Crew","Male","38",NA,"Not Assistant",NA
"Blake, Mr. Seaton",26,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Mess Steward","Victualling crew","Crew","Male","26",NA,"Not Assistant",NA
"Bishop, Mr. Walter Alexander",34,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Bedroom Steward","Victualling crew","Crew","Male","34",NA,"Not Assistant",NA
"Bliss, Mrs. Emma (née Junod)",45,"London, England","Southampton",NA,"15",NA,NA,NA,NA,NA,NA,"Survived","First Class Stewardess","Victualling crew","Crew","Female","45",NA,"Not Assistant",NA
"Bochatay, Mr. Alexis Joseph",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Chef","Victualling crew","Crew","Male","30",NA,"Not Assistant",NA
"Bogie, Mr. Norman Leslie",29,"Eastleigh, Hampshire, England","Southampton",NA,NA,"274",NA,NA,NA,NA,NA,"Perished","Second Class Bedroom Steward","Victualling crew","Crew","Male","29",NA,"Not Assistant",NA
"Bond, Mr. William John",40,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Bedroom Steward","Victualling crew","Crew","Male","40",NA,"Not Assistant",NA
"Boothby, Mr. W.",36,"Southampton, Hampshire, England","Southampton",NA,NA,"107",NA,NA,NA,NA,NA,"Perished","Second Class Bedroom Steward","Victualling crew","Crew","Male","36",NA,"Not Assistant",NA
"Boston, Mr. William John",30,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Deck Steward","Victualling crew","Crew","Male","30",NA,"Not Assistant",NA
"Boughton, Mr. B.",24,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Victualling crew","Crew","Male","24",NA,"Not Assistant",NA
"Boyd, Mr. John",35,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Victualling crew","Crew","Male","35",NA,"Not Assistant",NA
"Boyes, Mr. John Henry",36,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Victualling crew","Crew","Male","36",NA,"Not Assistant",NA
"Bradshaw, Mr. J.A.",43,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Plate Steward","Victualling crew","Crew","Male","43",NA,"Not Assistant",NA
"Brewster, Mr. George H.",48,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Bedroom Steward","Victualling crew","Crew","Male","48",NA,"Not Assistant",NA
"Bride, Mr. Harold Sydney",22,"Southampton, Hampshire, England","Belfast",NA,"B",NA,NA,NA,NA,NA,NA,"Survived","Assistant Telegraphist","Victualling crew","Crew","Male","22",NA,"Not Assistant",NA
"Bristow, Mr. Robert Charles",31,"Southampton, Hampshire, England","Southampton",NA,NA,"290",NA,NA,NA,NA,NA,"Perished","Third Class Steward","Victualling crew","Crew","Male","31",NA,"Not Assistant",NA
"Bristow, Mr. Harry",33,"Looe, Cornwall","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","First Class Saloon Steward","Victualling crew","Crew","Male","33",NA,"Not Assistant",NA
"Brookman, Mr, John",27,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Third Class Steward","Victualling crew","Crew","Male","27",NA,"Not Assistant",NA
"Broom, Mr. H.",33,"Cowes, Isle of Wight, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Bath Steward","Victualling crew","Crew","Male","33",NA,"Not Assistant",NA
"Broome, Mr. Athol Frederick",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Verandah Steward","Victualling crew","Crew","Male","30",NA,"Not Assistant",NA
"Brown, Mr. Edward",34,"Southampton, Hampshire, England","Belfast",NA,"A",NA,NA,NA,NA,NA,NA,"Survived","Saloon Steward","Victualling crew","Crew","Male","34",NA,"Not Assistant",NA
"Brown, Mr. Walter James",28,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","28",NA,"Not Assistant",NA
"Buckley, Mr. H.E.",34,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Vegetable Cook","Victualling crew","Crew","Male","34",NA,"Not Assistant",NA
"Bull, Mr. W.",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Scullion","Victualling crew","Crew","Male","30",NA,"Not Assistant",NA
"Bulley, Mr. Henry Ashburnham",21,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Boots","Victualling crew","Crew","Male","21",NA,"Not Assistant",NA
"Bunnell, Mr. Wilfred",20,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Plate Steward","Victualling crew","Crew","Male","20",NA,"Not Assistant",NA
"Burgess, Mr. Charles Reginald",18,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,NA,NA,NA,"Survived","Extra Third Baker","Victualling crew","Crew","Male","18",NA,"Not Assistant",NA
"Burke, Mr. Richard Edward",30,"Chandler's Ford, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Lounge Steward","Victualling crew","Crew","Male","30",NA,"Not Assistant",NA
"Burke, Mr. William",31,"Southampton, Hampshire, England","Belfast",NA,"10",NA,NA,NA,NA,NA,NA,"Survived","Saloon Steward","Victualling crew","Crew","Male","31",NA,"Not Assistant",NA
"Burr, Mr. Ewart",29,"Woolston, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","29",NA,"Not Assistant",NA
"Burrage, Mr. Alfred",20,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,NA,NA,NA,"Survived","Plate Steward","Victualling crew","Crew","Male","20",NA,"Not Assistant",NA
"Butt, Mr. Robert Henry",22,"Southampton, Hampshire, England","Southampton",NA,NA,"10",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","22",NA,"Not Assistant",NA
"Butterworth, Mr. John",23,"Southampton, Hampshire, England","Southampton",NA,NA,"116",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","23",NA,"Not Assistant",NA
"Byrne, Mr. J.E.",31,"Ilford, London, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Victualling crew","Crew","Male","31",NA,"Not Assistant",NA
"Campbell, Mr. Donald S.",25,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Third Class Clerk","Victualling crew","Crew","Male","25",NA,"Not Assistant",NA
"Carney, Mr. William",31,"Liverpool, Lancashire, England","Southampton",NA,NA,"251",NA,NA,NA,NA,NA,"Perished","Lift Steward","Victualling crew","Crew","Male","31",NA,"Not Assistant",NA
"Cartwright, Mr. James Edward",32,"Southampton, Hampshire, England","Belfast",NA,NA,"320",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","32",NA,"Not Assistant",NA
"Casswill, Mr. Charles",32,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","32",NA,"Not Assistant",NA
"Caton, Miss Annie",50,"London, England","Southampton",NA,"11",NA,NA,NA,NA,NA,NA,"Survived","Turkish Bath Stewardess","Victualling crew","Crew","Female","50",NA,"Not Assistant",NA
"Caunt, Mr. William Ewart",27,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Grill Cook","Victualling crew","Crew","Male","27",NA,"Not Assistant",NA
"Cave, Mr. Herbert",34,"Southampton, Hampshire, England","Belfast",NA,NA,"218",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","34",NA,"Not Assistant",NA
"Cecil, Mr. C.",20,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Steward","Victualling crew","Crew","Male","20",NA,"Not Assistant",NA
"Chapman, Mr. Joseph Charles",32,"Southampton, Hampshire, England","Southampton",NA,"9",NA,NA,NA,NA,NA,NA,"Survived","Boots","Victualling crew","Crew","Male","32",NA,"Not Assistant",NA
"Charman, Mr. John",25,"Southampton, Hampshire, England","Southampton",NA,NA,"185{?}",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","25",NA,"Not Assistant",NA
"Cheverton, Mr. William Edward",27,"Newport, Pembrokeshire, Wales","Belfast",NA,NA,"334",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","27",NA,"Not Assistant",NA
"Chitty, Mr. Archibald George",28,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Steward","Victualling crew","Crew","Male","28",NA,"Not Assistant",NA
"Chitty, Mr. George Henry",52,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Baker","Victualling crew","Crew","Male","52",NA,"Not Assistant",NA
"Christmas, Mr. H.",33,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Saloon Steward","Victualling crew","Crew","Male","33",NA,"Not Assistant",NA
"Coleman, Mr. Albert Edward",28,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","28",NA,"Not Assistant",NA
"Coleman, Mr. John",57,"Itchen, Hampshire, England","Southampton",NA,NA,"112{?}",NA,NA,NA,NA,NA,"Perished","Mess Steward","Victualling crew","Crew","Male","57",NA,"Not Assistant",NA
"Colgan, Mr. E. Joseph",33,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,NA,NA,NA,"Survived","Scullion","Victualling crew","Crew","Male","33",NA,"Not Assistant",NA
"Collins, Mr. John",17,"Belfast, Ireland","Southampton",NA,"B",NA,NA,NA,NA,NA,NA,"Survived","Scullion","Victualling crew","Crew","Male","17",NA,"Not Assistant",NA
"Conway, Mr. P.W.",25,"London, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","25",NA,"Not Assistant",NA
"Cook, Mr. George",42,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","42",NA,"Not Assistant",NA
"Coombs, Mr. Augustus Charles",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Cook","Victualling crew","Crew","Male","38",NA,"Not Assistant",NA
"Corben, Mr. Ernest Theodore",27,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Printer Steward","Victualling crew","Crew","Male","27",NA,"Not Assistant",NA
"Coutin, Mr. Auguste Louis",28,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Entree Cook","Victualling crew","Crew","Male","28",NA,"Not Assistant",NA
"Cox, Mr. William Denton",29,"Southampton, Hampshire, England","Southampton",NA,NA,"300",NA,NA,NA,NA,NA,"Perished","Steward","Victualling crew","Crew","Male","29",NA,"Not Assistant",NA
"Crafter, Mr. Frederick",27,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,NA,NA,NA,"Survived","Saloon Steward","Victualling crew","Crew","Male","27",NA,"Not Assistant",NA
"Crawford, Mr. Alfred",36,"Southampton, Hampshire, England","Belfast",NA,"8",NA,NA,NA,NA,NA,NA,"Survived","Bedroom Steward","Victualling crew","Crew","Male","36",NA,"Not Assistant",NA
"Crisp, Mr. Albert Hector",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","35",NA,"Not Assistant",NA
"Crispin, Mr. William",32,"Eastleigh, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Glory Hole Steward","Victualling crew","Crew","Male","32",NA,"Not Assistant",NA
"Crosby, Mr. J. Bertram",42,"London, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Turkish Bath Attendant","Victualling crew","Crew","Male","42",NA,"Not Assistant",NA
"Crowe, Mr. George Frederick",30,"Southampton, Hampshire, England","Southampton",NA,"14",NA,NA,NA,NA,NA,NA,"Survived","Saloon Steward","Victualling crew","Crew","Male","30",NA,"Not Assistant",NA
"Crumplin, Mr. Charles",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Victualling crew","Crew","Male","35",NA,"Not Assistant",NA
"Cullen, Mr. Charles",45,"Southampton, Hampshire, England","Belfast",NA,"11",NA,NA,NA,NA,NA,NA,"Survived","Bedroom Steward","Victualling crew","Crew","Male","45",NA,"Not Assistant",NA
"Cunningham, Mr. Andrew",35,"Southampton, Hampshire, England","Belfast",NA,"4",NA,NA,NA,NA,NA,NA,"Survived","Bedroom Steward","Victualling crew","Crew","Male","35",NA,"Not Assistant",NA
"Daniels, Mr. Sidney Edward",18,"Southsea, Hampshire, England","Southampton",NA,"B",NA,NA,NA,NA,NA,NA,"Survived","Steward","Victualling crew","Crew","Male","18",NA,"Not Assistant",NA
"Dashwood, Mr. William George",19,"Southampton, Hampshire, England","Southampton",NA,NA,"83",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","19",NA,"Not Assistant",NA
"Davies, Mr. Gordon Raleigh",33,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Victualling crew","Crew","Male","33",NA,"Not Assistant",NA
"Davies, Mr. John James",27,"Southampton, Hampshire, England","Belfast",NA,NA,"200",NA,NA,NA,NA,NA,"Perished","Extra 2nd Baker","Victualling crew","Crew","Male","27",NA,"Not Assistant",NA
"Davies, Mr. Robert J.",26,"Southampton, Hampshire, England","Belfast",NA,NA,"191",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","26",NA,"Not Assistant",NA
"Dean, Mr. George H.",19,"Southampton, Hampshire, England","Southampton",NA,NA,"252",NA,NA,NA,NA,NA,"Perished","Assistant Saloon Steward","Victualling crew","Crew","Male","19",NA,"Not Assistant",NA
"Deeble, Mr. Alfred Arnold",29,"Southampton, Hampshire, England","Belfast",NA,NA,"270",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","29",NA,"Not Assistant",NA
"Derrett, Mr. Albert",26,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","26",NA,"Not Assistant",NA
"Deslands, Mr. Percival Stainer",36,"Southampton, Hampshire, England","Southampton",NA,NA,"212",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","36",NA,"Not Assistant",NA
"Desvernine, Mr. Louis Gabriel",20,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Pastry Cook","Victualling crew","Crew","Male","20",NA,"Not Assistant",NA
"Dinenage, Mr. James Richard",47,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","47",NA,"Not Assistant",NA
"Dodd, Mr. George Charles",44,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Steward","Victualling crew","Crew","Male","44",NA,"Not Assistant",NA
"Dolby, Mr. Joseph",36,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Reception Room Steward","Victualling crew","Crew","Male","36",NA,"Not Assistant",NA
"Donoghue, Mr. Frank",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Victualling crew","Crew","Male","35",NA,"Not Assistant",NA
"Doughty, Mr. W.",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","22",NA,"Not Assistant",NA
"Dunford, Mr. William",41,"Southampton, Hampshire, England","Southampton",NA,NA,"71",NA,NA,NA,NA,NA,"Perished","Hospital Steward","Victualling crew","Crew","Male","41",NA,"Not Assistant",NA
"Dyer, Mr. William",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Saloon Steward","Victualling crew","Crew","Male","31",NA,"Not Assistant",NA
"Edbrooke, Mr. F.",24,"Portsmouth, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Steward","Victualling crew","Crew","Male","24",NA,"Not Assistant",NA
"Ede, Mr. George B.",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Steward","Victualling crew","Crew","Male","22",NA,"Not Assistant",NA
"Edge, Mr. Frederick William",37,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Deck Steward","Victualling crew","Crew","Male","37",NA,"Not Assistant",NA
"Edwards, Mr. Clement",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,NA,NA,NA,"Perished","Assistant Pantryman Steward","Victualling crew","Crew","Male","38",NA,"Not Assistant",NA
