"name","age","hometown","boarded","destination","lifeboat","body","class","homecountry","survivaloutcome","position","crew","sex","agecharacter"
"Ingrouille, Mr. Henry",21,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","21"
"Ings, Mr. William Ernest",20,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Scullion","Crew","Male","20"
"Jackson, Mr. Cecil",29,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Boots","Crew","Male","29"
"Janaway, Mr. William Frank",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","35"
"Jenner, Mr. Harry",41,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","41"
"Jensen, Mr. Charles Valdemar",25,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","25"
"Jessop, Miss Violet Constance",24,"London, England","Southampton",NA,"16",NA,NA,NA,"Survived","Stewardess","Crew","Female","24"
"Johnson Thorne, Mr. Harry",25,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Ship's Cook","Crew","Male","25"
"Johnston, Mr. James",41,"Southampton, Hampshire, England","Belfast",NA,"2",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","41"
"Jones, Mr. Albert",17,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","17"
"Jones, Mr. Arthur Ernest",38,"Woolston, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Plate Steward","Crew","Male","38"
"Jones, Mr. H.",29,"Alresford, Essex, England","Southampton",NA,NA,NA,NA,NA,"Perished","Roast Cook","Crew","Male","29"
"Jones, Mr. Reginald V.",20,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","20"
"Joughin, Mr. Charles John",32,"Southampton, Hampshire, England","Belfast",NA,"B",NA,NA,NA,"Survived","Chief Baker","Crew","Male","32"
"Keen, Mr. Percy Edward",28,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","28"
"Kelland, Mr. Thomas",21,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Library Steward","Crew","Male","21"
"Kennell, Mr. Charles",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Hebrew Cook","Crew","Male","30"
"Kerley, Mr. William Thomas",28,"Salisbury, Wiltshire, England","Southampton",NA,"A","333",NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","28"
"Ketchley, Mr. Henry",30,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","30"
"Kieran, Mr. James W.",32,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Chief 3rd Class Steward","Crew","Male","32"
"Kieran, Mr. Michael",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Storekeeper","Crew","Male","31"
"King, Mr. Alfred",18,"Southampton, Hampshire, England","Southampton",NA,NA,"238",NA,NA,"Perished","Lift Steward","Crew","Male","18"
"King, Mr. Ernest Waldron",28,"Clones, Monaghan, Ireland","Southampton",NA,NA,"321",NA,NA,"Perished","Clerk","Crew","Male","28"
"King, Mr. G.",20,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Scullion","Crew","Male","20"
"Kingscote, Mr. William Ford",43,"Freemantle, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","43"
"Kirkaldy, Mr. Thomas",37,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","37"
"Kitching, Mr. Arthur Alfred",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","30"
"Klein, Mr. Herbert",33,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Second Class Barber","Crew","Male","33"
"Knight, Mr. George",44,"Woolston, Hampshire, England","Southampton",NA,"13",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","44"
"Knight, Mr. Leonard George",21,"Bishopstoke, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","21"
"Lacey, Mr. Bert W.",21,"Salisbury, Wiltshire, England","Southampton",NA,NA,"44{?}",NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","21"
"Lake, Mr. William",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","35"
"Lane, Mr. Albert Edward",34,"Woolston, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","34"
"Latimer, Mr. Andrew L.",55,"Liverpool, Lancashire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Chief First Class Steward","Crew","Male","55"
"Lavington, Miss Bessie",39,"Winchester, Hampshire, England","Southampton",NA,"11",NA,NA,NA,"Survived","Stewardess","Crew","Female","39"
"Lawrence, Mr. Arthur",25,"Rochford, Essex, England","Belfast",NA,NA,"90",NA,NA,"Perished","Saloon Steward","Crew","Male","25"
"Leader, Mr. Archie",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Confectioner","Crew","Male","22"
"Leather, Mrs Elizabeth May",41,"Liverpool, Lancashire, England","Southampton",NA,"16",NA,NA,NA,"Survived","Stewardess","Crew","Female","41"
"Lefebvre, Mr. Paul Georges",35,"Southampton, Hampshire, England","Southampton",NA,NA,"211",NA,NA,"Perished","Saloon Steward","Crew","Male","35"
"Leonard, Mr. Matthew",26,"Belfast, Ireland","Belfast",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","26"
"Levett, Mr. George Alfred",21,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Assistant Pantryman","Crew","Male","21"
"Lewis, Mr. Arthur Ernest",27,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,"Survived","Steward","Crew","Male","27"
"Light, Mr. C.",23,"Christchurch, Dorset, England","Southampton",NA,NA,NA,NA,NA,"Perished","Plate Steward","Crew","Male","23"
"Littlejohn, Mr. Alexander James",40,"Southampton, Hampshire, England","Belfast",NA,"13",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","40"
"Lloyd, Mr. Humphrey",32,"Southampton, Hampshire, England","Belfast",NA,NA,"57",NA,NA,"Perished","Saloon Steward","Crew","Male","32"
"Locke, Mr. A.",33,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Scullion","Crew","Male","33"
"Longmuir, Mr. John Dickson",19,"Eastleigh, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Pantry Steward","Crew","Male","19"
"Lovell, Mr. John",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Grill Cook","Crew","Male","38"
"Lucas, Mr. William",34,"Southampton, Hampshire, England","Belfast",NA,"A",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","34"
"Lydiatt, Mr. Charles",38,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","38"
"Mabey, Mr. J.",23,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","23"
"Mackay, Mr. Charles Donald",34,"Southampton, Hampshire, England","Belfast",NA,"11",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","34"
"Mackie, Mr. George William",34,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","34"
"Major, Mr. Thomas Edgar",35,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bath Steward","Crew","Male","35"
"Mantle, Mr. Roland Frederick",36,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","36"
"Marks, Mr. J.",26,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Pantryman Steward","Crew","Male","26"
"Marriott, Mr. J.W.",20,"Southampton, Hampshire, England","Southampton",NA,NA,"2",NA,NA,"Perished","Assistant Pantryman Steward","Crew","Male","20"
"Marsden, Miss Evelyn",28,"Southampton, Hampshire, England","Southampton",NA,"16",NA,NA,NA,"Survived","Stewardess","Crew","Female","28"
"Martin, Mrs. Annie",33,"Portsmouth, Hampshire, England","Southampton",NA,"11",NA,NA,NA,"Survived","Stewardess","Crew","Female","33"
"Martin, Mr. F.",29,"Fareham, Hampshire, England","Southampton",NA,"13",NA,NA,NA,"Survived","Scullion","Crew","Male","29"
"Maynard, Mr. Isaac Hiram",31,"Southampton, Hampshire, England","Belfast",NA,"B",NA,NA,NA,"Survived","Entre Cook","Crew","Male","31"
"Maytum, Mr. Alfred",52,"Southampton, Hampshire, England","Belfast",NA,NA,"141",NA,NA,"Perished","Chief Butcher","Crew","Male","52"
"McCarthy, Mr. Frederick",36,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","36"
"McCawley, Mr. Thomas W.",36,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Gymnasium Steward","Crew","Male","36"
"McElroy, Mr. Hugh Walter",37,"Southampton, Hampshire, England","Southampton",NA,NA,"157",NA,NA,"Perished","Purser","Crew","Male","37"
"McGrady, Mr. James",27,"Southampton, Hampshire, England","Southampton",NA,NA,"330",NA,NA,"Perished","Saloon Steward","Crew","Male","27"
"McLaren, Mrs.",40,"Southampton, Hampshire, England","Southampton",NA,"5",NA,NA,NA,"Survived","Stewardess","Crew","Female","40"
"McMicken, Mr. Arthur",23,"Southampton, Hampshire, England","Belfast",NA,"11",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","23"
"McMicken, Mr. Benjamin Tucker",21,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Second Pantry Steward","Crew","Male","21"
"McMullin, Mr. James",31,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","31"
"McMurray, Mr. William Ernest",43,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","43"
"Mellor, Mr. Arthur",34,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","34"
"Middleton, Mr. M.V.",24,"London, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","24"
"Mills, Mr. Christopher",51,"Southampton, Hampshire, England","Southampton",NA,"C",NA,NA,NA,"Survived","Butcher","Crew","Male","51"
"Mishellamy, Mr. Abraham",52,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Printer Steward","Crew","Male","52"
"Moore, Mr. Alfred Ernest",39,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","39"
"Morgan (Bird), Mr. Charles Frederick",42,"Birkenhead, Cheshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Storekeeper","Crew","Male","42"
"Morris, Mr. Frank Herbert",28,"Southampton, Hampshire, England","Belfast",NA,"14",NA,NA,NA,"Survived","Bathroom Steward","Crew","Male","28"
"Moss, Mr. William",34,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","1st Saloon Steward","Crew","Male","34"
"Mullen, Mr. Thomas A.",20,"Maxwelltown, Dumfries, Scotland","Southampton",NA,NA,"323",NA,NA,"Perished","Steward","Crew","Male","20"
"Neal, Mr. Henry",25,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,"Survived","Baker","Crew","Male","25"
"Nicholls, Mr. Sidney",39,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","39"
"Nichols, Mr. A. D.",34,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","34"
"Nichols, Mr. Walter Henry",35,"Southampton, Hampshire, England","Southampton",NA,"15",NA,NA,NA,"Survived","Steward","Crew","Male","35"
"O'Connor, Mr. Thomas Peter",39,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","39"
"Olive, Mr. Ernest Roskelly",28,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Clothes Presser Steward","Crew","Male","28"
"Orpet, Mr. Walter Hayward",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","31"
"Orr, Mr. J.",40,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Vegetable Cook","Crew","Male","40"
"Osbourne, Mr. William Edward",32,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","32"
"Owen, Mr. Lewis",49,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","49"
"Pacey, Mr. Reginald Ivan",17,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Lift Steward","Crew","Male","17"
"Paintin, Mr. James Arthur",29,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Captain's Steward","Crew","Male","29"
"Parsons, Mr. Edward",35,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Chief Storekeeper","Crew","Male","35"
"Parsons, Mr. Richard",18,"Ashbrittle, Somerset, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","18"
"Pearce, Mr. Alfred Ernest",24,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","24"
"Pearcey, Mr. Albert Victor",32,"Southampton, Hampshire, England","Southampton",NA,"C",NA,NA,NA,"Survived","Steward","Crew","Male","32"
"Pennal, Mr. Thomas Francis",33,"Shirley, Hampshire, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bath Steward","Crew","Male","33"
"Penny, Mr. William Far",30,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","30"
"Penrose, Mr. John Poole",49,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","49"
"Perkins, Mr. Laurence Alexander",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Telephone Steward","Crew","Male","22"
"Perrin, Mr. William Charles",39,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Boots Steward","Crew","Male","39"
"Perriton, Mr. Hubert Prouse",31,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","31"
"Petty, Mr. Edwin Henry",25,"Southampton, Hampshire, England","Southampton",NA,NA,"82",NA,NA,"Perished","Bedroom Steward","Crew","Male","25"
"Pfropper, Mr. Richard",30,"Southampton, Hampshire, England","Southampton",NA,"9",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","30"
"Phillimore, Mr. Harold Charles William",23,"Southampton, Hampshire, England","Belfast",NA,"14",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","23"
"Phillips, Mr. John George ""Jack""",25,"Godalming, Surrey, England","Belfast",NA,NA,NA,NA,NA,"Perished","Telegraphist","Crew","Male","25"
"Platt, Mr. W.",18,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Scullion","Crew","Male","18"
"Pook, Mr. P.",34,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Assistant Pantry","Crew","Male","34"
"Port, Mr. Frank",32,"Southampton, Hampshire, England","Belfast",NA,"13",NA,NA,NA,"Survived","Steward","Crew","Male","32"
"Porteus, Mr. Thomas",32,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Butcher","Crew","Male","32"
"Prentice, Mr. Frank Winnold",22,"Southampton, Hampshire, England","Belfast",NA,"4",NA,NA,NA,"Survived","Storekeeper","Crew","Male","22"
"Prichard, Mrs. Alice",33,"Southampton, Hampshire, England","Belfast",NA,"11",NA,NA,NA,"Survived","Stewardess","Crew","Female","33"
"Prideaux, Mr. John Arthur ""Jack""",23,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","23"
"Prior, Mr. Harold John",21,"Southampton, Hampshire, England","Belfast",NA,"11",NA,NA,NA,"Survived","Steward","Crew","Male","21"
"Proctor, Mr. Charles",40,"Liverpool, Lancashire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Chef","Crew","Male","40"
"Pryce, Mr. Charles William",22,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","22"
"Pugh, Mr. Alfred",20,"Southampton, Hampshire, England","Southampton",NA,"14",NA,NA,NA,"Survived","Steward","Crew","Male","20"
"Pusey, Mr. John E.",35,"Itchen, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","35"
"Randall, Mr. Frank Henry",27,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","27"
"Ransom, Mr. James",33,"Bristol, Avon, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","33"
"Rattonbury, Mr. William Henry",36,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Assistant Boots Steward","Crew","Male","36"
"Ray, Mr. Frederick Dent",32,"Southampton, Hampshire, England","Belfast",NA,"13",NA,NA,NA,"Survived","Saloon Steward","Crew","Male","32"
"Reed, Mr. Charles S.",43,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Bedroom Steward","Crew","Male","43"
"Revell, Mr. William",31,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","31"
"Rice, Mr. John Reginald",25,"Crosby, Lancashire, England","Southampton",NA,NA,"64",NA,NA,"Perished","Clerk","Crew","Male","25"
"Rice, Mr. John Reginald",25,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Steward","Crew","Male","25"
"Ricks, Mr. Cyril G.",23,"Southampton, Hampshire, England","Southampton",NA,NA,"100",NA,NA,"Perished","Storekeeper","Crew","Male","23"
"Ridout, Mr. W.",29,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","29"
"Rimmer, Mr. Gilbert",27,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","27"
"Roberton, Mr. George Edward",19,"Southampton, Hampshire, England","Southampton",NA,NA,"127",NA,NA,"Perished","Assistant Saloon Steward","Crew","Male","19"
"Roberts, Mr. Frank John",36,"Farnborough, Hampshire, England","Belfast",NA,NA,"231",NA,NA,"Perished","Third Butcher","Crew","Male","36"
"Roberts, Mr. Hugh H.",40,"Bootle, Lancashire, England","Southampton",NA,NA,"93",NA,NA,"Perished","Bedroom Steward","Crew","Male","40"
"Roberts, Mrs. Mary Kezziah (née Humphrys)",41,"Southampton, Hampshire, England","Southampton",NA,"16",NA,NA,NA,"Survived","Saloon Steward","Crew","Female","41"
"Robinson, Mrs. Annie",40,"Southampton, Hampshire, England","Southampton",NA,"11",NA,NA,NA,"Survived","Stewardess","Crew","Female","40"
"Robinson, Mr. James William",30,"Southampton, Hampshire, England","Southampton",NA,NA,"151",NA,NA,"Perished","Saloon Steward","Crew","Male","30"
"Rogers, Mr. Edward James William",32,"Southampton, Hampshire, England","Southampton",NA,NA,"282",NA,NA,"Perished","Assistant Storekeeper","Crew","Male","32"
"Rogers, Mr. Michael",27,"Winchester, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","27"
"Ross, Mr. Horace Leopold",36,"Southampton, Hampshire, England","Southampton",NA,"13",NA,NA,NA,"Survived","Scullion","Crew","Male","36"
"Rowe, Mr. Edward M.",31,"Southampton, Hampshire, England","Belfast",NA,NA,NA,NA,NA,"Perished","Saloon 1st Class Steward","Crew","Male","31"
"Rule, Mr. Samuel James",58,"Southampton, Hampshire, England","Belfast",NA,"15",NA,NA,NA,"Survived","Bathroom Steward","Crew","Male","58"
"Russell, Mr. Boysie Richard",17,"Southampton, Hampshire, England","Southampton",NA,NA,NA,NA,NA,"Perished","Saloon Steward","Crew","Male","17"
